"","ISO3","AGE_BANDS","inc_band_per100k","WHO_R","tbi_prev","tbi_prev_low","tbi_prev_hi"
"307","GBR","15-24","0-9","EURO",0.00564572689433704,0.00515417458480285,0.00615337582754548
"308","GBR","25-54","0-9","EURO",0.0137251467532048,0.0104915989009326,0.0195902711962532
"309","GBR","55-64","0-9","EURO",0.022993977249332,0.0147131397383886,0.0436174582893036
"310","GBR","65+","0-9","EURO",0.0367682061683732,0.0194294121357643,0.0957218977741121
"311","GEO","0-14","50-99","EURO",0.0198603536648076,0.0175885998801871,0.0225070011487457
"312","GEO","15-24","50-99","EURO",0.0860513745645921,0.0785188739006704,0.0935864239627057
"313","GEO","25-54","50-99","EURO",0.509814250237459,0.380327112696808,0.613902859361833
"314","GEO","55-64","50-99","EURO",0.949306325220641,0.774451350676543,0.99575254736762
"315","GEO","65+","50-99","EURO",0.987706825627037,0.934936933060055,0.997703714724965
"316","GHA","0-14","100-199","AFR-Low",0.0360591909825101,0.032241287769641,0.0410153243981507
"317","GHA","15-24","100-199","AFR-Low",0.100542940715855,0.0923142683841401,0.110411743129691
"318","GHA","25-54","100-199","AFR-Low",0.307832253565788,0.221044132214117,0.43207007988496
"319","GHA","55-64","100-199","AFR-Low",0.585784551834938,0.317957067722499,0.833101770807438
"320","GHA","65+","100-199","AFR-Low",0.721813807574705,0.380889205587235,0.917847687952968
"321","GIN","0-14","100-199","AFR-Low",0.02208794490545,0.0197031954273863,0.0249649581874434
"322","GIN","15-24","100-199","AFR-Low",0.0714667088834062,0.0654113506110428,0.0780361096406985
"323","GIN","25-54","100-199","AFR-Low",0.305188560598078,0.223141665506492,0.423187135422436
"324","GIN","55-64","100-199","AFR-Low",0.589723540669283,0.342146839984338,0.87406959766318
"325","GIN","65+","100-199","AFR-Low",0.691048119876124,0.363485574784,0.947992017876073
"326","GMB","0-14","100-199","AFR-Low",0.0165831884889614,0.0150125905816569,0.0182097110295702
"327","GMB","15-24","100-199","AFR-Low",0.0443747443319001,0.0414069488188115,0.0475676674765808
"328","GMB","25-54","100-199","AFR-Low",0.170893632071716,0.139691016439441,0.207744244157455
"329","GMB","55-64","100-199","AFR-Low",0.317924502675971,0.209383049143663,0.450548893914378
"330","GMB","65+","100-199","AFR-Low",0.366004042715074,0.190304133698686,0.598902101066997
"331","GNB","15-24","200+","AFR-Low",0.100313390467197,0.0921368025295451,0.109288937579097
"332","GNB","25-54","200+","AFR-Low",0.308123988872273,0.238891012947491,0.424725764727119
"333","GNB","55-64","200+","AFR-Low",0.344811848958354,0.172707258813333,0.622543115544444
"334","GNB","65+","200+","AFR-Low",0.661250899822144,0.446563836320849,0.931362516425085
"335","GNQ","15-24","100-199","AFR-Low",0.0278384568098275,0.02522227755943,0.0305845683040282
"336","GNQ","25-54","100-199","AFR-Low",0.0857890471953275,0.0632379058775041,0.122650084066362
"337","GRC","0-14","0-9","EURO",0.00150872430463097,0.00133345670263911,0.0017027872346252
"338","GRC","15-24","0-9","EURO",0.00412793978174247,0.00379797956113336,0.00447273414330482
"339","GRC","25-54","0-9","EURO",0.0154181901582815,0.0109882576459994,0.0237544118091538
"340","GRC","55-64","0-9","EURO",0.0339040405375535,0.0189286685252979,0.0685532092096002
"341","GRC","65+","0-9","EURO",0.0723513210145955,0.0293734122120133,0.201181001668649
"342","GRD","0-14","0-9","AMRO",0.00111361934312778,0.000967334301715446,0.00128679881836805
"343","GRD","15-24","0-9","AMRO",0.00219769917809765,0.00198337741248115,0.0024257580034384
"344","GRD","25-54","0-9","AMRO",0.00555496574921014,0.00479760085762203,0.00673197460276248
"345","GRD","55-64","0-9","AMRO",0.010016899745477,0.00761674089395781,0.0156932764516112
"346","GRD","65+","0-9","AMRO",0.0205046684333578,0.0126153501501478,0.0510095477940521
"347","GRL","25-54","100-199","AMRO",0.160667846120025,0.125709190208115,0.22567019774254
"348","GRL","55-64","100-199","AMRO",0.175281688844765,0.0772711776842552,0.364006436580033
"349","GRL","65+","100-199","AMRO",0.204525292611157,0.074253222349534,0.523942953233609
"350","GTM","0-14","10-29","AMRO",0.0126597883995678,0.0113159980249057,0.0143692711199055
"351","GTM","15-24","10-29","AMRO",0.0254967677081938,0.0231770254355512,0.0281759274274618
"352","GTM","25-54","10-29","AMRO",0.094746789089958,0.0602457287563134,0.153549484260657
"353","GTM","55-64","10-29","AMRO",0.202017491456618,0.0986414456334337,0.400898429755785
"354","GTM","65+","10-29","AMRO",0.302306824734474,0.128899805009333,0.689901807516105
"355","GUM","25-54","50-99","WPRO",0.0544858674583125,0.0430373152768096,0.0838286716238067
"356","GUM","65+","50-99","WPRO",0.115797800440419,0.0590394639929921,0.374073903533886
"357","GUY","0-14","50-99","AMRO",0.0128064402490614,0.0113848751613733,0.0143816388350397
"358","GUY","15-24","50-99","AMRO",0.034566010357322,0.0318470642988081,0.0376707233043684
"359","GUY","25-54","50-99","AMRO",0.104864009255477,0.0692697174697707,0.171521401721523
"360","GUY","55-64","50-99","AMRO",0.194985894333247,0.0961051634496399,0.42372910252449
"361","GUY","65+","50-99","AMRO",0.299610330604953,0.126889533195194,0.706980728818581
"362","HND","0-14","30-49","AMRO",0.00871136098894194,0.00782605102940249,0.00970005880407854
"363","HND","15-24","30-49","AMRO",0.0358960991919478,0.0331303560874444,0.0388759340477551
"364","HND","25-54","30-49","AMRO",0.175787230577484,0.112059530331417,0.288019045934256
"365","HND","55-64","30-49","AMRO",0.480168809802506,0.251421012607429,0.781201608747267
"366","HND","65+","30-49","AMRO",0.801412722232245,0.456799925800499,0.968806667687302
"367","HRV","0-14","10-29","EURO",0.00405587064209639,0.00358188101176018,0.00459667935483461
"368","HRV","15-24","10-29","EURO",0.00997422246275215,0.0090212966478363,0.0110910360525997
"369","HRV","25-54","10-29","EURO",0.0835928868860881,0.0490415222688002,0.158954089252051
"370","HRV","55-64","10-29","EURO",0.243827054070117,0.103623968225939,0.534827599915222
"371","HRV","65+","10-29","EURO",0.518398228038702,0.196138870555581,0.875709884057404
"372","HTI","0-14","100-199","AMRO",0.0317373867005744,0.0282493426322168,0.0359800852901734
"373","HTI","15-24","100-199","AMRO",0.0902628258018945,0.0825969037143836,0.0985441573436208
"374","HTI","25-54","100-199","AMRO",0.240626379712371,0.173935146549736,0.34872866317487
"375","HTI","55-64","100-199","AMRO",0.38598255316917,0.19173490871613,0.661077249614695
"376","HTI","65+","100-199","AMRO",0.512021614677915,0.198594858114995,0.843824837258113
"377","HUN","0-14","0-9","EURO",0.00322593175174128,0.00288343239918102,0.00369987583611595
"378","HUN","15-24","0-9","EURO",0.0126072339359348,0.0114129012519269,0.0138882897648011
"379","HUN","25-54","0-9","EURO",0.066960456780206,0.0418230326332537,0.117832992945461
"380","HUN","55-64","0-9","EURO",0.173272260387572,0.0743677057139246,0.407935975254721
"381","HUN","65+","0-9","EURO",0.399078784742129,0.140584743352153,0.772987785007212
"382","IDN","0-14","200+","SEARO",0.0670703557892624,0.0611893850814115,0.0739666533328247
"383","IDN","15-24","200+","SEARO",0.164964407450416,0.153995040190743,0.176254308554874
"384","IDN","25-54","200+","SEARO",0.464376750057294,0.445855288844975,0.484598719964333
"385","IDN","55-64","200+","SEARO",0.552545276052611,0.495894568651751,0.624677895676838
"386","IDN","65+","200+","SEARO",0.636056298385008,0.515249796875601,0.767889009250211
"387","IND","0-14","200+","SEARO",0.0324590468571734,0.0296968844333121,0.0353514346221722
"388","IND","15-24","200+","SEARO",0.101340576233464,0.095824344275596,0.107178260321752
"389","IND","25-54","200+","SEARO",0.26199699490071,0.242552865671988,0.290326998937528
"390","IND","55-64","200+","SEARO",0.364297907211157,0.336272630768674,0.407185519812394
"391","IND","65+","200+","SEARO",0.49973965361458,0.420308166773931,0.59518475601646
"392","IRL","0-14","0-9","EURO",0.00202881024994584,0.00179989892889899,0.00229323146341404
"393","IRL","15-24","0-9","EURO",0.00581828143025812,0.00536006714861241,0.00634151229646278
"394","IRL","25-54","0-9","EURO",0.0262473485880801,0.0179863784631179,0.0464341033323626
"395","IRL","55-64","0-9","EURO",0.0597481743713309,0.02940259447904,0.146339857416284
"396","IRL","65+","0-9","EURO",0.139774413449258,0.0495095244529304,0.407372991763678
"397","IRN","0-14","10-29","EMRO",0.00418712007294668,0.00376022268304284,0.00468986169643203
"398","IRN","15-24","10-29","EMRO",0.0114287124909657,0.0106084104714406,0.0123650950801021
"399","IRN","25-54","10-29","EMRO",0.0445852113241496,0.0308524536892241,0.0744424567951937
"400","IRN","55-64","10-29","EMRO",0.0929903376704549,0.0442800944228925,0.204906205837207
"401","IRN","65+","10-29","EMRO",0.154508745373665,0.0572196440295957,0.445720193440421
"402","IRQ","0-14","30-49","EMRO",0.00806611867170573,0.00714437770378251,0.00910122485736442
"403","IRQ","15-24","30-49","EMRO",0.0193815139716676,0.0178015370222544,0.0211344822756726
"404","IRQ","25-54","30-49","EMRO",0.0474237714457421,0.0363600203998862,0.0660295523164178
"405","IRQ","55-64","30-49","EMRO",0.0771623037693385,0.0465879632027006,0.136409782184067
"406","IRQ","65+","30-49","EMRO",0.100090208740054,0.0502729498223333,0.221465007754646
"407","ISL","0-14","0-9","EURO",0.00116424662550773,0.00101962489320048,0.0013252281032265
"408","ISL","15-24","0-9","EURO",0.00294525215666941,0.00270172276431928,0.00320902489262467
"409","ISL","25-54","0-9","EURO",0.0115320048401202,0.00841208654226228,0.0177419933421327
"410","ISL","55-64","0-9","EURO",0.0275972887819647,0.0158512410718333,0.0583085485639131
"411","ISL","65+","0-9","EURO",0.0599211860833941,0.0287162352952196,0.158952075919049
"412","ISR","0-14","0-9","EURO",0.00151367939845553,0.00132632317898855,0.00171695430419358
"413","ISR","15-24","0-9","EURO",0.00411437182919387,0.00378817474870873,0.00446810855587701
"414","ISR","25-54","0-9","EURO",0.013336353814329,0.0103720556686696,0.0196641918634563
"415","ISR","55-64","0-9","EURO",0.0289490628969042,0.018004386501572,0.0548740191499327
"416","ISR","65+","0-9","EURO",0.0540211851282022,0.0278100010639113,0.136645178499899
"417","ITA","0-14","0-9","EURO",0.00170776543168991,0.00150557643301381,0.00192154170511435
"418","ITA","15-24","0-9","EURO",0.00449486121806236,0.00415321455548434,0.00488008113715847
"419","ITA","25-54","0-9","EURO",0.013949971507164,0.0103017599434828,0.0218253042935202
"420","ITA","55-64","0-9","EURO",0.0270450990551642,0.0168017722484905,0.0570213193808883
"421","ITA","65+","0-9","EURO",0.0481083685612005,0.0237857935770071,0.140655207915983
"422","JAM","0-14","0-9","AMRO",0.00138896472541814,0.00123860032084207,0.00157486376337546
"423","JAM","15-24","0-9","AMRO",0.00350982455888657,0.00323077384652661,0.00383232004909798
"424","JAM","25-54","0-9","AMRO",0.0106274100689109,0.00856898657864517,0.0155387113208747
"425","JAM","55-64","0-9","AMRO",0.0209838622297024,0.0137300107374964,0.0407186517503305
"426","JAM","65+","0-9","AMRO",0.0401525340586754,0.0195355671810067,0.105921606034393
"427","JOR","0-14","0-9","EMRO",0.00155025365142049,0.00137053722932728,0.0017394767238047
"428","JOR","15-24","0-9","EMRO",0.00433051936982471,0.00396232878982108,0.0047157591942204
"429","JOR","25-54","0-9","EMRO",0.0169309893107707,0.0119258808989979,0.0305743331149824
"430","JOR","55-64","0-9","EMRO",0.0414873446514956,0.0205315217968592,0.114410519485017
"431","JOR","65+","0-9","EMRO",0.0944850117973845,0.0307254774262332,0.318057657961794
"432","JPN","0-14","10-29","WPRO",0.00356400674588277,0.00315597344355613,0.00402685960798192
"433","JPN","15-24","10-29","WPRO",0.0104901580906526,0.00962863448266815,0.0115527816859175
"434","JPN","25-54","10-29","WPRO",0.0654462780038789,0.0396787318884715,0.109969844001069
"435","JPN","55-64","10-29","WPRO",0.150070381908274,0.0604309145323653,0.365432613303611
"436","JPN","65+","10-29","WPRO",0.271972067577558,0.0834703355056822,0.726352180901258
"437","KAZ","0-14","50-99","EURO",0.0178490985233501,0.0154979356016537,0.0207432716052566
"438","KAZ","15-24","50-99","EURO",0.0441951499929175,0.0394658530699609,0.0499344077235493
"439","KAZ","25-54","50-99","EURO",0.0967749310923337,0.078474871849333,0.126563489787857
"440","KAZ","55-64","50-99","EURO",0.129900435778224,0.0869958418132085,0.215487255283218
"441","KAZ","65+","50-99","EURO",0.157809108625978,0.0962369898998672,0.286499545165604
"442","KEN","0-14","200+","AFR-High",0.0290487430718777,0.0265252323863358,0.0321084425276887
"443","KEN","15-24","200+","AFR-High",0.0567169515278987,0.0530045089606868,0.0610092034528964
"444","KEN","25-54","200+","AFR-High",0.0978886356818613,0.0811169910543698,0.130403139781987
"445","KEN","55-64","200+","AFR-High",0.111592775034852,0.0735499033768593,0.196150815126482
"446","KEN","65+","200+","AFR-High",0.12768995713506,0.0729047308436002,0.290423095380103
"447","KGZ","0-14","100-199","EURO",0.0249805722907969,0.0221893830328611,0.0282332400714488
"448","KGZ","15-24","100-199","EURO",0.0826141450883332,0.074704778306801,0.0901722712298739
"449","KGZ","25-54","100-199","EURO",0.221273636183368,0.176562314103025,0.286139244302994
"450","KGZ","55-64","100-199","EURO",0.356192345594616,0.211132487518481,0.539661281103086
"451","KGZ","65+","100-199","EURO",0.41562064089013,0.204369058861494,0.713745316395791
"452","KHM","0-14","200+","WPRO",0.0835962642315318,0.0758944116735759,0.0918709602235849
"453","KHM","15-24","200+","WPRO",0.263877828086446,0.248242223839255,0.279255872068343
"454","KHM","25-54","200+","WPRO",0.61797424275932,0.462330646410213,0.732522918845819
"455","KHM","55-64","200+","WPRO",0.93863084509764,0.71404929610175,0.978166920465843
"456","KHM","65+","200+","WPRO",0.980327546476211,0.854482519399188,0.995176427939939
"457","KIR","25-54","200+","WPRO",0.279057612103209,0.242965542716305,0.338728447206988
"458","KIR","55-64","200+","WPRO",0.151948755678799,0.0705369835887287,0.311372827903669
"459","KNA","0-14","0-9","AMRO",0.00142003356903707,0.00124174614145988,0.00162031119181887
"460","KNA","15-24","0-9","AMRO",0.00383715544222087,0.00354193047935322,0.00416578501513464
"461","KNA","25-54","0-9","AMRO",0.00934584677688291,0.00757900071536601,0.0128051768862467
"462","KNA","55-64","0-9","AMRO",0.0158927791720657,0.0110406107971446,0.0292794834710544
"463","KNA","65+","0-9","AMRO",0.0256066048593385,0.0152818204641269,0.0660681416713972
"464","KOR","0-14","50-99","WPRO",0.0130392505690439,0.0115910371952578,0.0147281648314205
"465","KOR","15-24","50-99","WPRO",0.0316968880507772,0.0289407103349327,0.0347560908582607
"466","KOR","25-54","50-99","WPRO",0.258769289996978,0.233076297336415,0.288057033522608
"467","KOR","55-64","50-99","WPRO",0.658241203333553,0.578787377252687,0.747817437239766
"468","KOR","65+","50-99","WPRO",0.872519933308485,0.778360785566005,0.935715593962784
"469","KWT","0-14","10-29","EMRO",0.00463928288706821,0.00410085577209233,0.00522977795782456
"470","KWT","15-24","10-29","EMRO",0.0104441536338828,0.00958988316870672,0.011378748989815
"471","KWT","25-54","10-29","EMRO",0.0393807411704305,0.0348096313536821,0.0456129033326492
"472","KWT","55-64","10-29","EMRO",0.0930640428378052,0.0712223498661223,0.122543950491721
"473","KWT","65+","10-29","EMRO",0.162137567559929,0.109521126297591,0.260039981175786
"474","LAO","0-14","100-199","WPRO",0.0463795038906605,0.0414555225027966,0.0515052392384935
"475","LAO","15-24","100-199","WPRO",0.159115941821867,0.146703582655554,0.171888624616737
"476","LAO","25-54","100-199","WPRO",0.414740824294678,0.261625583732159,0.596283564806832
"477","LAO","55-64","100-199","WPRO",0.806580901024949,0.521032769068071,0.946729712356984
"478","LAO","65+","100-199","WPRO",0.939812136995878,0.75592617601105,0.990224656509371
"479","LBN","0-14","10-29","EMRO",0.0024312537418509,0.00213287514576081,0.00276103222560192
"480","LBN","15-24","10-29","EMRO",0.0063358612392514,0.00580289825048842,0.00697518233272791
"481","LBN","25-54","10-29","EMRO",0.0294707616198831,0.0191009426766809,0.0481573530444608
"482","LBN","55-64","10-29","EMRO",0.0662523831270076,0.03184708979265,0.155022856801867
"483","LBN","65+","10-29","EMRO",0.126296248820062,0.0492180552460964,0.364782028545695
"484","LBR","0-14","200+","AFR-Low",0.0368074917350223,0.0326230997172446,0.0416270990263106
"485","LBR","15-24","200+","AFR-Low",0.102861546873353,0.0949433572150901,0.111738657144765
"486","LBR","25-54","200+","AFR-Low",0.25403324571468,0.197502838600659,0.335435098945619
"487","LBR","55-64","200+","AFR-Low",0.396921402594684,0.251987951448895,0.611208168811185
"488","LBR","65+","200+","AFR-Low",0.405979032324186,0.212428259444153,0.678337436712114
"489","LBY","0-14","30-49","EMRO",0.00681583059244573,0.00602006865774739,0.00770616961396046
"490","LBY","15-24","30-49","EMRO",0.0152064649656616,0.0138693516693292,0.0165552650016004
"491","LBY","25-54","30-49","EMRO",0.0918488218053955,0.0733245472418388,0.114524786412478
"492","LBY","55-64","30-49","EMRO",0.2492097432482,0.184376842260929,0.331233711764958
"493","LBY","65+","30-49","EMRO",0.422300948199312,0.285932790439293,0.583067596006363
"494","LCA","0-14","0-9","AMRO",0.00195607189494578,0.00173273490555063,0.00220105432478135
"495","LCA","15-24","0-9","AMRO",0.00649669455715709,0.00596191831326144,0.00707295751131865
"496","LCA","25-54","0-9","AMRO",0.029862372024788,0.020387534970792,0.0533069158599152
"497","LCA","55-64","0-9","AMRO",0.075494672000061,0.0357188550556257,0.17907082861412
"498","LCA","65+","0-9","AMRO",0.172629924672562,0.0654662650005841,0.473804306175358
"499","LKA","0-14","50-99","SEARO",0.00953102437877648,0.00847550169027524,0.0107060296791585
"500","LKA","15-24","50-99","SEARO",0.0242009744525567,0.0222365852574261,0.0263466250753906
"501","LKA","25-54","50-99","SEARO",0.0779713204209255,0.055369721133638,0.115993099694299
"502","LKA","55-64","50-99","SEARO",0.146361860741417,0.0785269927812552,0.279735039769856
"503","LKA","65+","50-99","SEARO",0.216644104117934,0.0986932532744026,0.458454485896608
"504","LSO","0-14","200+","AFR-High",0.0430269456992002,0.0375310856733943,0.0484148559426047
"505","LSO","15-24","200+","AFR-High",0.14252848533735,0.132010614170052,0.152954825648945
"506","LSO","25-54","200+","AFR-High",0.285310366233128,0.243141618895199,0.338164579351516
"507","LSO","55-64","200+","AFR-High",0.529417372247576,0.451028286296645,0.615875695236668
"508","LTU","0-14","50-99","EURO",0.00890291074582747,0.00778795368029961,0.0100619557357939
"509","LTU","15-24","50-99","EURO",0.0296323338717532,0.0269173204130941,0.0325323911481783
"510","LTU","25-54","50-99","EURO",0.0870839774917588,0.0691739125260878,0.121211908510431
"511","LTU","55-64","50-99","EURO",0.136419516582872,0.0874259126406679,0.258158749990206
"512","LTU","65+","50-99","EURO",0.151070708709378,0.0663526196328799,0.326310994058591
"513","LUX","0-14","0-9","EURO",0.00172818941607969,0.0015434315528738,0.00194310900898603
"514","LUX","15-24","0-9","EURO",0.00460176884659987,0.00423366082178147,0.00497443027824516
"515","LUX","25-54","0-9","EURO",0.0163875709478058,0.0121835347160564,0.0264824938060175
"516","LUX","55-64","0-9","EURO",0.0342745468291168,0.0196810013626825,0.0716636561078756
"517","LUX","65+","0-9","EURO",0.0686545348344795,0.0311858818324837,0.18715024658967
"518","LVA","0-14","30-49","EURO",0.00857790222888528,0.00753342894353099,0.00963876351343621
"519","LVA","15-24","30-49","EURO",0.0293563295664438,0.0265390250669277,0.03224179191526
"520","LVA","25-54","30-49","EURO",0.179755713053675,0.118604069487268,0.263887191983478
"521","LVA","55-64","30-49","EURO",0.478906944099688,0.229032273525308,0.757211994857621
"522","LVA","65+","30-49","EURO",0.649015648176498,0.261911655344731,0.897893418514932
"523","MAR","0-14","100-199","EMRO",0.0125852343138343,0.0110988463486743,0.0144035811360631
"524","MAR","15-24","100-199","EMRO",0.0389958277284652,0.0355658419836111,0.0430347327660167
"525","MAR","25-54","100-199","EMRO",0.160047776911646,0.1200870644117,0.23352014780047
"526","MAR","55-64","100-199","EMRO",0.249229880071644,0.135154796785247,0.489657816191055
"527","MAR","65+","100-199","EMRO",0.347316789900389,0.154489426977292,0.731014667625225
"528","MCO","0-14","0-9","EURO",0.000663851795185873,0.000568255828368898,0.000767325741143336
"529","MCO","15-24","0-9","EURO",0.00197915455076526,0.0017718324144362,0.00221040252444963
"530","MCO","25-54","0-9","EURO",0.00492812676578143,0.00398086572708312,0.006423017437654
"531","MCO","55-64","0-9","EURO",0.013830354750773,0.00896632119383709,0.0262263826961562
"532","MCO","65+","0-9","EURO",0.0344770068428909,0.0189410239446733,0.0898762925355118
"533","MDA","0-14","100-199","EURO",0.0269926994022423,0.0239647907450784,0.0304294640892409
"534","MDA","15-24","100-199","EURO",0.0650541874243975,0.0602469807885213,0.0706436720687406
"535","MDA","25-54","100-199","EURO",0.130851382722641,0.114711845888427,0.166665262639
"536","MDA","55-64","100-199","EURO",0.130077355632685,0.095824931453843,0.235092185034711
"537","MDA","65+","100-199","EURO",0.135833995694449,0.0951197538920137,0.300154913231716
"538","MDG","0-14","200+","AFR-Low",0.0482391689603224,0.0431898146774657,0.0544815106831157
"539","MDG","15-24","200+","AFR-Low",0.149303292736417,0.138077235150762,0.161035605791827
"540","MDG","25-54","200+","AFR-Low",0.495123786648064,0.35218242809401,0.61855317684812
"541","MDG","55-64","200+","AFR-Low",0.799137359491931,0.436975358971633,0.946226843337076
"542","MDG","65+","200+","AFR-Low",0.906357637279181,0.534623744524291,0.982015735567139
"543","MDV","0-14","30-49","SEARO",0.00517636314800174,0.00462816527138004,0.00574201634018402
"544","MDV","15-24","30-49","SEARO",0.0172027104269442,0.01556526984731,0.0188995925637013
"545","MDV","25-54","30-49","SEARO",0.246851758571105,0.165826697919355,0.372015622783254
"546","MDV","65+","30-49","SEARO",0.837416717292484,0.501296903900387,0.969755043293491
"547","MEX","0-14","10-29","AMRO",0.00354264320882333,0.00318423598398398,0.00393417742869422
"548","MEX","15-24","10-29","AMRO",0.0112504117884228,0.0104543973401788,0.012266211076624
"549","MEX","25-54","10-29","AMRO",0.098233449704428,0.0621567207445102,0.157062499191955
"550","MEX","55-64","10-29","AMRO",0.292907658776987,0.126332432478029,0.580656029995183
"551","MEX","65+","10-29","AMRO",0.595494374076754,0.233794782377902,0.909103296726854
"552","MHL","25-54","200+","WPRO",0.0274368127883759,0.0172880725897209,0.0428911391492274
"553","MKD","0-14","10-29","EURO",0.00372677554966598,0.00329103436366372,0.00421808168389119
"554","MKD","15-24","10-29","EURO",0.011157302449394,0.0101218123765178,0.0122502119107391
"555","MKD","25-54","10-29","EURO",0.0536235296302739,0.0345985919804563,0.0895854673377173
"556","MKD","55-64","10-29","EURO",0.122102278035993,0.0537502283008879,0.261976874251529
"557","MKD","65+","10-29","EURO",0.241135317286005,0.0904585438572099,0.591006951927225
"558","MLI","0-14","50-99","AFR-Low",0.011600657506015,0.0104861095943128,0.0129886968093442
"559","MLI","15-24","50-99","AFR-Low",0.0363312827257995,0.0336293943505446,0.0393045324787321
"560","MLI","25-54","50-99","AFR-Low",0.123970500297683,0.0909795870146845,0.174441492177288
"561","MLI","55-64","50-99","AFR-Low",0.238017060897491,0.135990996558162,0.457748657161552
"562","MLI","65+","50-99","AFR-Low",0.361444328857874,0.158479139353563,0.763565586551879
"563","MLT","0-14","10-29","EURO",0.00194855502985256,0.00172881444199167,0.00220987192556271
"564","MLT","15-24","10-29","EURO",0.00395610568329072,0.00361817289041515,0.0043116733828077
"565","MLT","25-54","10-29","EURO",0.0106315546593711,0.00838197140877586,0.0147451513564388
"566","MLT","55-64","10-29","EURO",0.0188887464179108,0.012938122723218,0.0335987688302279
"567","MLT","65+","10-29","EURO",0.0286553327891844,0.0171848881793779,0.0698507553595394
"568","MMR","0-14","200+","SEARO",0.0567927458988745,0.0510993955873046,0.063692013001446
"569","MMR","15-24","200+","SEARO",0.178825118634101,0.165289124683095,0.193299843669025
"570","MMR","25-54","200+","SEARO",0.488740354559843,0.417050390967222,0.59609309165696
"571","MMR","55-64","200+","SEARO",0.70897258289236,0.518045754365434,0.904655709852495
"572","MMR","65+","200+","SEARO",0.836586579345909,0.570291983024725,0.956948696193788
"573","MNE","0-14","10-29","EURO",0.00425644815082007,0.00375531368450338,0.00476981920405979
"574","MNE","15-24","10-29","EURO",0.0125459015094331,0.0115055932597531,0.0137334478362695
"575","MNE","25-54","10-29","EURO",0.127101393633131,0.0789133975153215,0.226617349389886
"576","MNE","55-64","10-29","EURO",0.394581704397834,0.185240894960313,0.761817691647271
"577","MNE","65+","10-29","EURO",0.716430374357655,0.317538521519714,0.946534800982348
"578","MNG","0-14","200+","WPRO",0.0301401016941105,0.0267264025529642,0.0337998029363632
"579","MNG","15-24","200+","WPRO",0.104158591302908,0.0962010722836361,0.113111660571373
"580","MNG","25-54","200+","WPRO",0.531120361549187,0.412954670199097,0.656386334434601
"581","MNG","55-64","200+","WPRO",0.935176897553344,0.754437283191956,0.999112429203215
"582","MNG","65+","200+","WPRO",0.995907158008315,0.928941664144821,0.999999963620413
"583","MOZ","0-14","200+","AFR-High",0.0454386320247096,0.0402025753157108,0.0513760337364526
"584","MOZ","25-54","200+","AFR-High",0.322131476804289,0.217571329605363,0.450430505511964
"585","MOZ","55-64","200+","AFR-High",0.633434975390045,0.354755962179629,0.854077010261084
"586","MOZ","65+","200+","AFR-High",0.775544724757197,0.424204672090296,0.931753298919771
"587","MRT","0-14","100-199","AFR-Low",0.0255829376019571,0.022836408732451,0.0287078923193069
"588","MRT","15-24","100-199","AFR-Low",0.101270617763321,0.0919879290369799,0.110669622339383
"589","MRT","25-54","100-199","AFR-Low",0.501836757691999,0.37313171813895,0.607287772210836
"590","MRT","55-64","100-199","AFR-Low",0.962140285492062,0.76569222271663,0.998730314060922
"591","MRT","65+","100-199","AFR-Low",0.935034720635562,0.709060202675064,0.984322647766191
"592","MSR","25-54","0-9","AMRO",0.0100791085288218,0.00815229721614438,0.0136631334388218
"593","MSR","55-64","0-9","AMRO",0.0167836065807343,0.0116060841466259,0.0294744574388538
"594","MSR","65+","0-9","AMRO",0.0287182192365729,0.0162235880812424,0.068205744110734
"595","MUS","0-14","10-29","AFR-Low",0.00489430242782527,0.00436637336582185,0.00550716475439943
"596","MUS","15-24","10-29","AFR-Low",0.013794377730741,0.0127009150247016,0.0148666985365693
"597","MUS","25-54","10-29","AFR-Low",0.0447534005149383,0.0336756644853124,0.0666421487331431
"598","MUS","55-64","10-29","AFR-Low",0.0736857950140721,0.0442325636243592,0.160584341616767
"599","MUS","65+","10-29","AFR-Low",0.110739050020436,0.0537946105597239,0.294816896058069
"600","MWI","0-14","100-199","AFR-High",0.0413312012005937,0.0362143056647708,0.0460687013433835
"601","MWI","15-24","100-199","AFR-High",0.102180700648613,0.0938304071614223,0.110604776581258
"602","MWI","25-54","100-199","AFR-High",0.188110454400823,0.146464400794265,0.263529466531807
"603","MWI","55-64","100-199","AFR-High",0.252794322918295,0.140909225906359,0.454017846562916
"604","MWI","65+","100-199","AFR-High",0.391695031524264,0.206672798461117,0.712902983890083
"605","MYS","0-14","50-99","WPRO",0.0111701531297482,0.0098520252349965,0.0126042669751198
"606","MYS","15-24","50-99","WPRO",0.0254889895746639,0.0231940556713116,0.0281000934038496
"607","MYS","25-54","50-99","WPRO",0.0590718524440914,0.0446150256291585,0.0825481022238495
"608","MYS","55-64","50-99","WPRO",0.0916118432137526,0.0561017501369757,0.157836757507303
"609","MYS","65+","50-99","WPRO",0.11561211212865,0.0606314758133244,0.243513014070871
"610","NAM","0-14","200+","AFR-High",0.101641324507332,0.0896818287549049,0.112318914701165
"611","NAM","15-24","200+","AFR-High",0.19651772516638,0.182230123152071,0.212614749307085
"612","NAM","25-54","200+","AFR-High",0.377789695501213,0.331994628112027,0.442662720220628
"613","NAM","55-64","200+","AFR-High",0.301830131828825,0.206042705822168,0.505849416275938
